timestamp,asset,open,high,low,close,volume,spread,num_trades,onchain_tx_count,sentiment,exchange_net_flow,returns_1h,rolling_vol_24h,rolling_vol_7d,future_return_1h,future_return_24h
2023-09-12 03:00:00,ADA,0.906597,0.916963,0.906320,0.916932,47483161.686626,0.000545,85356.248544,36088,0.562873,-417492.422795,0.011399,,,-0.003077,-0.093283
2023-09-12 04:00:00,ADA,0.916932,0.917239,0.911627,0.914111,59224294.106123,0.000430,129859.225306,52742,0.671565,2193300.173732,-0.003077,,,-0.013681,-0.085759
2023-09-12 05:00:00,ADA,0.914111,0.918328,0.898949,0.901605,54113032.838134,0.000699,88997.765839,38034,0.490193,4358603.515573,-0.013681,,,-0.005496,-0.063065
2023-09-12 06:00:00,ADA,0.901605,0.904092,0.896070,0.896650,55279253.692359,0.000477,125531.568300,51592,0.463975,4841743.607453,-0.005496,,,-0.015881,-0.050819
2023-09-12 07:00:00,ADA,0.896650,0.899721,0.880139,0.882410,44068960.997289,0.000529,77538.377556,33478,0.558257,6234705.419547,-0.015881,,,0.006499,-0.029726
2023-09-12 08:00:00,ADA,0.882410,0.889433,0.879998,0.888145,52944531.060928,0.000521,115707.891673,47787,0.139351,9541043.662001,0.006499,,,0.000952,-0.026366
2023-09-12 09:00:00,ADA,0.888145,0.890042,0.886123,0.888990,61733958.324667,0.000516,100985.914221,40586,0.137162,-5473492.194775,0.000952,0.008576,,-0.000270,-0.020512
2023-09-12 10:00:00,ADA,0.888990,0.890921,0.888532,0.888750,54840131.877910,0.000439,107698.029101,43137,0.098877,-1740.295451,-0.000270,0.008544,,-0.009161,-0.020527
2023-09-12 11:00:00,ADA,0.888750,0.889223,0.879003,0.880608,60163717.927984,0.000615,115112.346249,48153,0.203109,-11336171.796775,-0.009161,0.008497,,-0.004572,-0.034619
2023-09-12 12:00:00,ADA,0.880608,0.883902,0.876301,0.876582,51336158.310353,0.000647,113983.644010,46635,0.371752,8432842.885460,-0.004572,0.008533,,-0.011814,-0.027449
2023-09-12 13:00:00,ADA,0.876582,0.879357,0.862555,0.866226,58105127.990342,0.000697,103349.179958,43781,0.332470,3984585.962730,-0.011814,0.008760,,0.000007,-0.011936
2023-09-12 14:00:00,ADA,0.866226,0.867397,0.864509,0.866232,52553769.818489,0.000468,119664.625665,47867,0.171186,-2956757.644915,0.000007,0.008605,,-0.018870,-0.005115
2023-09-12 15:00:00,ADA,0.866232,0.866865,0.848223,0.849886,45344380.912169,0.000578,95433.785767,41775,0.000000,5270991.511132,-0.018870,0.008989,,0.010460,0.011023
2023-09-12 16:00:00,ADA,0.849886,0.858833,0.849012,0.858776,42785676.223189,0.000503,83661.573479,35214,0.173074,6738541.333720,0.010460,0.009327,,-0.010853,0.005706
2023-09-12 17:00:00,ADA,0.858776,0.862598,0.846145,0.849456,67162470.066276,0.000699,107901.629640,45502,0.286523,3972406.992988,-0.010853,0.009344,,-0.004352,0.004624
2023-09-12 18:00:00,ADA,0.849456,0.852041,0.842462,0.845759,55317533.362892,0.000572,104193.757962,42584,0.189698,7523240.137209,-0.004352,0.009314,,-0.011884,-0.001117
2023-09-12 19:00:00,ADA,0.845759,0.848168,0.834138,0.835708,66019742.072059,0.000633,154254.780867,65368,0.345485,10190959.600188,-0.011884,0.009258,,0.005858,0.033753
2023-09-12 20:00:00,ADA,0.835708,0.842878,0.831966,0.840604,52094762.663986,0.000505,94004.368841,38703,0.013587,-9410555.083136,0.005858,0.009167,,-0.001272,0.019480
2023-09-12 21:00:00,ADA,0.840604,0.841102,0.838963,0.839535,38590842.472365,0.000460,87526.038880,35233,0.393904,-4049079.621055,-0.001272,0.009169,,0.010012,0.011437
2023-09-12 22:00:00,ADA,0.839535,0.848684,0.836021,0.847940,53758462.034304,0.000538,123494.620109,51870,0.404535,5000290.807204,0.010012,0.009531,,-0.001947,0.001162
2023-09-12 23:00:00,ADA,0.847940,0.851463,0.844536,0.846289,59674332.974739,0.000510,138605.742616,55981,0.299092,7701217.672643,-0.001947,0.009530,,0.000352,0.010052
2023-09-13 00:00:00,ADA,0.846289,0.850582,0.842315,0.846587,42105590.876670,0.000549,77932.773666,31227,0.544863,-2045701.373696,0.000352,0.009426,,-0.002404,0.004643
2023-09-13 01:00:00,ADA,0.846587,0.848953,0.840888,0.844552,46431942.676064,0.000551,96745.086890,39163,0.559268,8138846.331929,-0.002404,0.009305,,-0.003186,0.006001
2023-09-13 02:00:00,ADA,0.844552,0.846206,0.838380,0.841861,51065926.885258,0.000607,114805.843646,46653,0.465332,1023484.885616,-0.003186,0.008270,,-0.012428,0.016846
2023-09-13 03:00:00,ADA,0.841861,0.845034,0.828537,0.831398,50444915.533276,0.000547,97474.213085,41412,0.430929,-4023911.794555,-0.012428,0.007881,,0.005195,0.014402
2023-09-13 04:00:00,ADA,0.831398,0.836394,0.829619,0.835718,45591196.401953,0.000618,106215.247243,43589,0.383715,-5879016.519646,0.005195,0.008103,,0.010802,0.012990
2023-09-13 05:00:00,ADA,0.835718,0.845969,0.834313,0.844745,75133888.263072,0.000682,173406.132110,73108,0.318972,-11519792.201923,0.010802,0.008329,,0.007502,0.003312
2023-09-13 06:00:00,ADA,0.844745,0.852749,0.844163,0.851083,39046982.901137,0.000514,87755.465552,36418,0.497981,613106.170133,0.007502,0.008557,,0.005988,-0.013426
2023-09-13 07:00:00,ADA,0.851083,0.856801,0.849319,0.856179,53183328.426135,0.000470,86824.410145,35769,0.783660,5297204.732458,0.005988,0.008186,,0.009985,-0.037265
2023-09-13 08:00:00,ADA,0.856179,0.866364,0.853333,0.864728,42623581.420553,0.000510,94473.358981,39675,0.916264,5649724.008919,0.009985,0.008358,,0.006971,-0.039573
2023-09-13 09:00:00,ADA,0.864728,0.873614,0.861286,0.870755,58238260.773608,0.000541,95266.376682,39434,0.948644,-3134618.550593,0.006971,0.008511,,-0.000285,-0.049203
2023-09-13 10:00:00,ADA,0.870755,0.873429,0.866649,0.870507,49073294.694438,0.000587,101835.266514,40792,0.919413,4186007.040147,-0.000285,0.008511,,-0.023417,-0.052898
2023-09-13 11:00:00,ADA,0.870507,0.874570,0.849430,0.850122,78126357.368911,0.000602,137788.844521,61568,0.729506,-7009755.735956,-0.023417,0.009551,,0.002822,-0.039453
2023-09-13 12:00:00,ADA,0.850122,0.855538,0.846582,0.852521,66714120.626189,0.000620,134017.253121,54363,0.385985,-13185801.682968,0.002822,0.009565,,0.003948,-0.049814
2023-09-13 13:00:00,ADA,0.852521,0.859419,0.852046,0.855887,56705103.900117,0.000574,123521.770716,50384,0.702950,2008742.346127,0.003948,0.009337,,0.006910,-0.062724
2023-09-13 14:00:00,ADA,0.855887,0.865895,0.854189,0.861801,61776904.224429,0.000528,112016.055526,46354,0.303520,11456685.376602,0.006910,0.009457,,-0.002955,-0.082340
2023-09-13 15:00:00,ADA,0.861801,0.863330,0.856256,0.859254,57197262.656207,0.000614,109004.289488,44245,0.352371,-7058358.345416,-0.002955,0.008609,,0.005146,-0.076035
2023-09-13 16:00:00,ADA,0.859254,0.865655,0.858870,0.863676,69531756.860664,0.000594,115368.505640,47334,0.456099,-4683811.679746,0.005146,0.008407,,-0.011917,-0.072968
2023-09-13 17:00:00,ADA,0.863676,0.864942,0.849814,0.853384,66039101.595443,0.000582,114430.852895,48499,0.632807,-9250681.641124,-0.011917,0.008471,,-0.010042,-0.062438
2023-09-13 18:00:00,ADA,0.853384,0.855917,0.843636,0.844814,70362618.825442,0.000576,162598.881197,68305,0.401092,1882779.778184,-0.010042,0.008682,,0.022610,-0.059971
2023-09-13 19:00:00,ADA,0.844814,0.865718,0.843595,0.863915,81122636.596760,0.000613,176934.564701,78774,0.604519,2567621.140804,0.022610,0.009452,,-0.008029,-0.085699
2023-09-13 20:00:00,ADA,0.863915,0.865193,0.853220,0.856979,53591517.958913,0.000583,123268.343857,51286,0.560001,-6303570.101886,-0.008029,0.009593,,-0.009152,-0.083819
2023-09-13 21:00:00,ADA,0.856979,0.857458,0.847510,0.849136,61825934.169275,0.000492,140350.775753,58709,0.349011,-1396127.482190,-0.009152,0.009801,,-0.000248,-0.079823
2023-09-13 22:00:00,ADA,0.849136,0.850834,0.846639,0.848926,45326487.497183,0.000466,92580.603441,37078,0.344037,7870307.667169,-0.000248,0.009591,,0.006915,-0.086714
2023-09-13 23:00:00,ADA,0.848926,0.858571,0.848113,0.854796,65025699.448684,0.000486,154517.809520,63944,0.519407,3471673.405789,0.006915,0.009679,,-0.005005,-0.094120
2023-09-14 00:00:00,ADA,0.854796,0.855944,0.847739,0.850517,62190202.989443,0.000492,129943.714760,53278,0.445733,-11610479.619387,-0.005005,0.009743,,-0.001056,-0.110919
2023-09-14 01:00:00,ADA,0.850517,0.853259,0.847444,0.849619,54508288.721370,0.000494,127603.290211,51310,0.219621,3378756.310886,-0.001056,0.009731,,0.007560,-0.119363
2023-09-14 02:00:00,ADA,0.849619,0.856747,0.845864,0.856042,65257167.147529,0.000657,113400.217807,47074,0.547236,4068925.687848,0.007560,0.009811,,-0.014801,-0.132870
2023-09-14 03:00:00,ADA,0.856042,0.856688,0.841090,0.843372,65213477.230090,0.000674,136003.875790,58427,0.429994,11960050.850826,-0.014801,0.009960,,0.003796,-0.115190
2023-09-14 04:00:00,ADA,0.843372,0.847459,0.842114,0.846573,68597770.824968,0.000580,122851.602905,50073,0.330712,-7956366.763847,0.003796,0.009936,,0.001145,-0.119858
2023-09-14 05:00:00,ADA,0.846573,0.850121,0.842956,0.847543,64965151.446845,0.000423,149636.350598,60197,0.281656,-3562769.198740,0.001145,0.009697,,-0.009305,-0.124258
2023-09-14 06:00:00,ADA,0.847543,0.850842,0.837167,0.839656,40934153.916865,0.000678,91884.979418,38464,0.311478,-7615375.797268,-0.009305,0.009752,,-0.018320,-0.114390
2023-09-14 07:00:00,ADA,0.839656,0.842505,0.823584,0.824274,58527657.097475,0.000775,106198.390950,46370,0.272834,-8093928.657033,-0.018320,0.010295,,0.007563,-0.096960
2023-09-14 08:00:00,ADA,0.824274,0.832812,0.823594,0.830507,42179316.099031,0.000542,73641.495128,30570,0.210261,-568889.614839,0.007563,0.010188,,-0.003125,-0.101393
2023-09-14 09:00:00,ADA,0.830507,0.834649,0.825761,0.827912,54743114.173118,0.000582,118713.751140,48227,0.282710,-5911370.769669,-0.003125,0.010025,,-0.004170,-0.094352
2023-09-14 10:00:00,ADA,0.827912,0.828747,0.822359,0.824459,43735730.934092,0.000622,89334.861518,36479,0.255557,516723.202337,-0.004170,0.010026,,-0.009554,-0.101388
2023-09-14 11:00:00,ADA,0.824459,0.826892,0.813244,0.816582,41176260.271318,0.000684,70541.454736,29564,0.000000,5087476.529616,-0.009554,0.009109,,-0.007995,-0.091923
2023-09-14 12:00:00,ADA,0.816582,0.818535,0.809322,0.810053,41048246.183758,0.000692,97309.094476,40479,0.167374,-5353354.434236,-0.007995,0.009146,,-0.009692,-0.085108
2023-09-14 13:00:00,ADA,0.810053,0.811682,0.801524,0.802202,49155104.113736,0.000647,112999.937267,47390,0.303659,-2129405.585544,-0.009692,0.009179,,-0.014163,-0.070603
2023-09-14 14:00:00,ADA,0.802202,0.804293,0.790239,0.790841,56516296.966105,0.000725,126736.176555,54284,0.000000,-6604988.933440,-0.014163,0.009232,,0.003894,-0.071086
2023-09-14 15:00:00,ADA,0.790841,0.797143,0.790525,0.793921,39482840.871530,0.000479,80663.335093,32893,0.098069,-6628180.575279,0.003894,0.009356,,0.008483,-0.071781
2023-09-14 16:00:00,ADA,0.793921,0.802781,0.791789,0.800656,45257356.789912,0.000563,72936.938253,30412,0.109832,3647709.023419,0.008483,0.009509,,-0.000694,-0.064475
2023-09-14 17:00:00,ADA,0.800656,0.802798,0.798253,0.800100,45606575.375174,0.000524,108500.657474,43550,0.108959,4398945.530957,-0.000694,0.009332,,-0.007437,-0.063449
2023-09-14 18:00:00,ADA,0.800100,0.800173,0.792581,0.794150,72126531.325655,0.000670,169163.675554,70181,0.335833,13191335.531913,-0.007437,0.009257,,-0.005378,-0.052262
2023-09-14 19:00:00,ADA,0.794150,0.795685,0.786732,0.789879,37997765.991048,0.000559,70713.144788,29045,0.282480,-4595031.380440,-0.005378,0.007559,,-0.005990,-0.054113
2023-09-14 20:00:00,ADA,0.789879,0.791634,0.784121,0.785148,44434809.323404,0.000562,103838.416109,42779,0.397529,8444471.235785,-0.005990,0.007519,,-0.004830,-0.047850
2023-09-14 21:00:00,ADA,0.785148,0.788399,0.780726,0.781356,49509299.342300,0.000609,98303.358843,40270,0.357678,1809759.041920,-0.004830,0.007432,,-0.007735,-0.035760
2023-09-14 22:00:00,ADA,0.781356,0.781844,0.772148,0.775312,68615236.200666,0.000575,115825.944943,48122,0.247301,-8047697.877821,-0.007735,0.007450,,-0.001250,-0.021081
2023-09-14 23:00:00,ADA,0.775312,0.778265,0.772855,0.774343,45443968.000102,0.000542,76606.664229,30834,0.047437,-5657527.971379,-0.001250,0.007121,,-0.023457,-0.031268
2023-09-15 00:00:00,ADA,0.774343,0.777396,0.755605,0.756179,83184014.313751,0.000834,164222.971036,73393,0.096230,7018336.396183,-0.023457,0.008146,,-0.010543,-0.007278
2023-09-15 01:00:00,ADA,0.756179,0.756582,0.747365,0.748206,73315562.977588,0.000571,171806.119001,72345,0.030906,12982440.541795,-0.010543,0.008184,,-0.007894,-0.003108
2023-09-15 02:00:00,ADA,0.748206,0.750145,0.739554,0.742300,69989712.117411,0.000481,119030.862668,49491,0.010287,8659699.247574,-0.007894,0.007728,,0.005286,0.015676
2023-09-15 03:00:00,ADA,0.742300,0.748526,0.741779,0.746224,44025150.238578,0.000660,95593.792467,39248,0.023641,6018956.894108,0.005286,0.007809,,-0.001500,0.011428
2023-09-15 04:00:00,ADA,0.746224,0.746532,0.742126,0.745105,64318441.583248,0.000463,150394.179550,60608,0.197881,3522431.219679,-0.001500,0.007620,,-0.003859,0.018230
2023-09-15 05:00:00,ADA,0.745105,0.748312,0.741929,0.742229,61728482.654430,0.000589,146300.399914,59649,0.000000,10448301.920365,-0.003859,0.007504,,0.001858,0.020618
2023-09-15 06:00:00,ADA,0.742229,0.745240,0.741867,0.743608,64072529.039653,0.000615,120170.970971,48514,0.467294,-2027058.167384,0.001858,0.007602,,0.001000,0.013309
2023-09-15 07:00:00,ADA,0.743608,0.747286,0.740690,0.744352,54760861.354233,0.000471,115799.624780,46551,0.474018,-5457832.270143,0.001000,0.007142,,0.002617,0.001975
2023-09-15 08:00:00,ADA,0.744352,0.747341,0.742784,0.746300,43320705.770717,0.000483,74455.416471,30171,0.480471,6253102.956155,0.002617,0.006853,,0.004685,-0.000610
2023-09-15 09:00:00,ADA,0.746300,0.751472,0.745544,0.749796,63463640.205913,0.000611,120743.767171,49428,0.776796,-9531608.248076,0.004685,0.007098,,-0.011907,-0.009875
2023-09-15 10:00:00,ADA,0.749796,0.751736,0.737994,0.740869,50623096.307770,0.000499,82258.000247,34862,0.217164,5868019.640320,-0.011907,0.007275,,0.000879,0.014739
2023-09-15 11:00:00,ADA,0.740869,0.744013,0.738085,0.741520,52146338.220552,0.000437,109520.519374,44000,0.542604,-5991398.781650,0.000879,0.007267,,-0.000551,0.010045
2023-09-15 12:00:00,ADA,0.741520,0.742987,0.737635,0.741111,61016626.787691,0.000603,132971.984119,53335,0.540482,10131020.959860,-0.000551,0.007247,,0.006009,0.021439
2023-09-15 13:00:00,ADA,0.741111,0.748851,0.738299,0.745564,44613736.298799,0.000482,105195.491726,43342,0.415684,1191147.946411,0.006009,0.007387,,-0.014676,0.022471
2023-09-15 14:00:00,ADA,0.745564,0.745724,0.732094,0.734623,55643212.275955,0.000703,95389.730576,40955,0.548271,7987939.277052,-0.014676,0.007422,,0.003144,0.044517
2023-09-15 15:00:00,ADA,0.734623,0.736958,0.732482,0.736932,47522112.047923,0.000584,101586.953523,41273,0.292591,-6977.920869,0.003144,0.007393,,0.016420,0.031765
2023-09-15 16:00:00,ADA,0.736932,0.751344,0.734048,0.749033,53554083.832115,0.000648,125140.983902,54166,0.696738,8845697.418339,0.016420,0.008078,,0.000403,0.002462
2023-09-15 17:00:00,ADA,0.749033,0.751105,0.746562,0.749334,47115322.620138,0.000543,101633.188214,40735,0.463339,-8126431.586195,0.000403,0.008093,,0.004420,0.015136
2023-09-15 18:00:00,ADA,0.749334,0.752723,0.746359,0.752646,44717008.367122,0.000511,99881.530005,40835,0.605648,6839802.773500,0.004420,0.008153,,-0.007320,0.000739
2023-09-15 19:00:00,ADA,0.752646,0.755977,0.743451,0.747137,41115723.439066,0.000602,78310.761846,32470,0.508021,-1178235.270728,-0.007320,0.008195,,0.000592,0.006716
2023-09-15 20:00:00,ADA,0.747137,0.750477,0.746187,0.747579,58058971.992397,0.000494,101559.957299,40744,0.751831,-675940.992145,0.000592,0.008176,,0.007806,-0.001668
2023-09-15 21:00:00,ADA,0.747579,0.754855,0.747524,0.753414,57644817.544648,0.000619,117161.072290,48693,0.708361,-55866.304038,0.007806,0.008390,,0.007371,-0.016550
2023-09-15 22:00:00,ADA,0.753414,0.759800,0.752932,0.758968,41799246.369185,0.000590,93700.299231,38861,0.768429,-6592939.013087,0.007371,0.008467,,-0.011644,-0.031577
2023-09-15 23:00:00,ADA,0.758968,0.759401,0.749516,0.750130,62397358.211914,0.000608,117436.185367,49709,0.510303,8791516.506186,-0.011644,0.008749,,0.000727,-0.001837
2023-09-16 00:00:00,ADA,0.750130,0.752311,0.747125,0.750675,59529128.170481,0.000499,113280.523750,45476,0.362266,-8766180.287616,0.000727,0.007369,,-0.006387,0.012437
2023-09-16 01:00:00,ADA,0.750675,0.752413,0.744793,0.745881,51121639.194513,0.000604,115472.387272,47663,0.390285,-7716072.665893,-0.006387,0.007163,,0.010800,0.017439
2023-09-16 02:00:00,ADA,0.745881,0.755947,0.744553,0.753936,63876710.946439,0.000669,109774.119210,46280,0.476777,-10636526.036493,0.010800,0.007294,,0.001082,0.003110
2023-09-16 03:00:00,ADA,0.753936,0.756139,0.751450,0.754752,43069132.425296,0.000505,96616.413263,38855,0.478609,1664470.553622,0.001082,0.007229,,0.005215,0.000570
2023-09-16 04:00:00,ADA,0.754752,0.760640,0.751081,0.758688,68020270.578105,0.000455,163062.785585,66925,0.552114,-1970339.736372,0.005215,0.007278,,-0.001523,-0.014874
2023-09-16 05:00:00,ADA,0.758688,0.761701,0.753957,0.757533,48854557.156412,0.000559,88904.115342,35832,0.586229,1930537.009557,-0.001523,0.007229,,-0.005317,-0.020308
2023-09-16 06:00:00,ADA,0.757533,0.760954,0.752928,0.753505,41536044.527260,0.000567,90070.811822,36986,0.330468,5968470.774973,-0.005317,0.007334,,-0.010196,-0.022616
2023-09-16 07:00:00,ADA,0.753505,0.754067,0.745458,0.745822,52213565.206870,0.000624,89560.011480,37650,0.664270,4056634.774482,-0.010196,0.007655,,0.000030,-0.006477
2023-09-16 08:00:00,ADA,0.745822,0.746619,0.744577,0.745844,62269650.330131,0.000403,145906.087370,58371,0.359032,-2553101.935476,0.000030,0.007636,,-0.004628,-0.000989
2023-09-16 09:00:00,ADA,0.745844,0.746542,0.740778,0.742392,42191092.317042,0.000610,74013.122668,30290,0.179584,1991181.580037,-0.004628,0.007624,,0.012657,0.014969
2023-09-16 10:00:00,ADA,0.742392,0.755211,0.741276,0.751789,47167414.572606,0.000719,77436.509315,32934,0.312438,-2846494.877537,0.012657,0.007659,,-0.003751,0.000439
2023-09-16 11:00:00,ADA,0.751789,0.753828,0.747294,0.748968,55309468.080528,0.000516,95498.293274,38915,0.330191,7335755.949734,-0.003751,0.007711,,0.010723,0.003991
2023-09-16 12:00:00,ADA,0.748968,0.759811,0.746420,0.756999,49124724.632241,0.000717,106976.882446,45084,0.523725,6252760.635231,0.010723,0.007986,,0.007026,-0.000396
2023-09-16 13:00:00,ADA,0.756999,0.763800,0.753499,0.762318,42522905.536818,0.000653,84332.155222,34917,0.545114,-154684.583726,0.007026,0.008017,,0.006570,-0.013965
2023-09-16 14:00:00,ADA,0.762318,0.767396,0.761037,0.767326,63633049.616805,0.000501,116203.857853,48008,0.900403,1426952.495449,0.006570,0.007362,,-0.009104,-0.029730
2023-09-16 15:00:00,ADA,0.767326,0.771101,0.757577,0.760341,73622403.433605,0.000618,123581.615846,51682,0.793078,-1808864.750208,-0.009104,0.007685,,-0.012447,-0.017909
2023-09-16 16:00:00,ADA,0.760341,0.761347,0.748200,0.750877,42346698.558051,0.000613,79843.090066,33924,0.550876,-6495816.376682,-0.012447,0.007477,,0.013050,-0.001038
2023-09-16 17:00:00,ADA,0.750877,0.763335,0.749069,0.760676,50885187.948554,0.000755,120893.276519,51512,0.658919,4576068.307998,0.013050,0.007929,,-0.009825,-0.015884
2023-09-16 18:00:00,ADA,0.760676,0.764212,0.750313,0.753202,61302394.481688,0.000708,130007.960343,54557,0.390118,6149576.349270,-0.009825,0.008165,,-0.001392,-0.010879
2023-09-16 19:00:00,ADA,0.753202,0.753913,0.751169,0.752154,46077224.196654,0.000503,106991.964707,43094,0.431789,-6952908.038891,-0.001392,0.008020,,-0.007740,-0.019097
2023-09-16 20:00:00,ADA,0.752154,0.754419,0.745480,0.746332,65816722.288749,0.000553,128149.809195,53243,0.167659,259403.444814,-0.007740,0.008186,,-0.007218,-0.020733
2023-09-16 21:00:00,ADA,0.746332,0.749543,0.739868,0.740945,47068987.442544,0.000512,81685.682642,33853,0.282532,-3565946.307038,-0.007218,0.008135,,-0.008021,-0.025185
2023-09-16 22:00:00,ADA,0.740945,0.741714,0.732174,0.735002,51297837.761656,0.000533,113791.660439,47342,0.309148,9435213.160337,-0.008021,0.008080,,0.018708,-0.017892
2023-09-16 23:00:00,ADA,0.735002,0.750158,0.732777,0.748753,76978606.659312,0.000751,170328.900723,74504,0.390225,8425508.852548,0.018708,0.008740,,0.015036,-0.039750
2023-09-17 00:00:00,ADA,0.748753,0.763436,0.748269,0.760011,51882525.402544,0.000532,110971.050790,47725,0.498993,8165396.807812,0.015036,0.009267,,-0.001477,-0.047827
2023-09-17 01:00:00,ADA,0.760011,0.761180,0.758495,0.758889,47561110.485158,0.000613,83926.565902,33818,0.564710,-6615830.167391,-0.001477,0.009161,,-0.003436,-0.050029
2023-09-17 02:00:00,ADA,0.758889,0.758921,0.755249,0.756281,40196704.934047,0.000508,78939.853935,32118,0.591524,-5494152.696888,-0.003436,0.008941,,-0.001453,-0.053506
2023-09-17 03:00:00,ADA,0.756281,0.759450,0.753813,0.755182,44055147.782315,0.000518,103670.068086,41769,0.753391,-4368692.728214,-0.001453,0.008944,,-0.010301,-0.056707
2023-09-17 04:00:00,ADA,0.755182,0.756524,0.745152,0.747403,44445484.826218,0.000711,80144.393912,33708,0.494672,8058931.000042,-0.010301,0.009115,,-0.007030,-0.049422
2023-09-17 05:00:00,ADA,0.747403,0.750669,0.738500,0.742149,53867825.000524,0.000536,127792.178480,52913,0.396130,6697395.399102,-0.007030,0.009208,,-0.007661,-0.057803
2023-09-17 06:00:00,ADA,0.742149,0.742250,0.734936,0.736464,64774936.077672,0.000576,115955.086322,48158,0.299816,3003752.921189,-0.007661,0.009270,,0.006147,-0.052436
2023-09-17 07:00:00,ADA,0.736464,0.742476,0.736322,0.740991,57552107.962745,0.000649,107424.586595,44290,0.263067,9395973.350898,0.006147,0.009158,,0.005554,-0.056154
2023-09-17 08:00:00,ADA,0.740991,0.745884,0.738171,0.745106,58400388.238382,0.000603,132439.356578,54446,0.390435,-10750520.496923,0.005554,0.009234,,0.011272,-0.064281
2023-09-17 09:00:00,ADA,0.745106,0.755634,0.742540,0.753505,49797385.857336,0.000645,94726.185160,40026,0.618603,3758613.923170,0.011272,0.009455,,-0.001840,-0.047426
2023-09-17 10:00:00,ADA,0.753505,0.755307,0.750383,0.752119,40145304.681013,0.000553,84231.935298,34002,0.621587,-6873953.792438,-0.001840,0.009113,,-0.000215,-0.056808
2023-09-17 11:00:00,ADA,0.752119,0.755254,0.748839,0.751957,38423431.563541,0.000526,64442.506520,25804,0.643303,1938438.815100,-0.000215,0.009077,,0.006306,-0.055829
2023-09-17 12:00:00,ADA,0.751957,0.758341,0.748789,0.756700,57652000.334321,0.000563,113874.596097,46986,0.964309,-2897163.829598,0.006306,0.008897,,-0.006644,-0.072392
2023-09-17 13:00:00,ADA,0.756700,0.759875,0.750845,0.751672,43375075.450335,0.000572,70353.530631,29076,0.748900,-7349555.998781,-0.006644,0.008867,,-0.009523,-0.067746
